n;b1_a;b1_c;b2_a;b2_c
5739;13700;4101;13090;15143;
5740;13532;3989;12990;15097;
5741;13732;4107;12945;15074;
5742;13528;4008;12936;15071;
5743;13555;4007;13053;15129;
5744;13646;4072;13082;15145;
5745;13535;3993;12936;15074;
5746;13555;4001;12961;15088;
5747;13593;4019;12943;15082;
5748;13486;3962;13062;15143;
5749;13586;4018;12917;15070;
5750;13518;3964;13035;15133;
5751;13565;4007;12917;15074;
5752;13474;3952;12949;15091;
5753;13542;3986;13055;15146;
5754;13320;3851;13103;15173;
5755;13538;3975;12898;15070;
5756;13545;3969;13065;15157;
5757;13597;4024;13099;15176;
5758;13638;4034;13093;15174;
5759;13574;3991;13041;15149;
5760;13471;3943;12992;15127;
5761;13636;4040;13104;15186;
5762;13558;3993;12952;15112;
5763;13562;4011;13093;15181;
5764;13420;3913;12912;15091;
5765;13675;4043;13024;15152;
5766;13662;4043;13108;15194;
5767;13552;3982;13035;15157;
5768;13634;4033;13092;15187;
5769;13515;3956;13122;15206;
5770;13561;3995;13310;15302;
5771;13614;4021;13090;15191;
5772;13559;3975;13024;15159;
5773;13520;3969;13121;15211;
5774;13509;3958;13179;15242;
5775;13665;4049;13085;15192;
5776;13370;3880;13191;15248;
5777;13647;4020;13143;15226;
5778;13524;3963;13213;15263;
5779;13607;4008;13111;15212;
5780;13562;3987;13153;15235;
5781;13623;4008;13087;15203;
5782;13452;3909;13122;15227;
5783;13584;3972;13167;15250;
5784;13470;3921;13034;15184;
5785;13679;4044;13151;15246;
5786;13583;3970;13099;15219;
5787;13549;3946;13212;15274;
5788;13743;4073;13129;15233;
5789;13524;3938;13084;15216;
5790;13722;4053;13093;15220;
5791;13572;3978;13082;15217;
5792;13625;3991;13197;15280;
5793;13724;4071;13185;15273;
5794;13571;3975;13100;15234;
5795;13546;3964;13128;15246;
5796;13676;4036;13148;15255;
5797;13518;3934;13213;15290;
5798;13580;3967;13158;15267;
5799;13660;4023;13195;15286;
5800;13703;4037;13028;15204;
5801;13610;3986;13101;15242;
5802;13772;4072;13119;15253;
5803;13702;4044;13112;15251;
5804;13613;3983;13103;15248;
5805;13768;4076;13235;15315;
5806;13619;4005;13168;15281;
5807;13816;4105;13176;15289;
5808;13722;4044;13183;15292;
5809;13681;4034;13186;15297;
5810;13740;4060;13084;15248;
5811;13755;4065;13304;15360;
5812;13671;4012;13210;15313;
5813;13744;4053;13155;15285;
5814;13652;4020;13163;15293;
5815;13624;3985;13211;15318;
5816;13618;3991;13231;15329;
5817;13728;4049;13240;15337;
5818;13733;4051;13267;15348;
5819;13718;4054;13038;15237;
5820;13669;4010;13242;15342;
5821;13706;4035;13238;15343;
5822;13693;4033;13154;15302;
5823;13682;4012;13121;15286;
5824;13609;3989;13217;15336;
5825;13595;3968;13178;15316;
5826;13678;4013;13212;15339;
5827;13801;4083;13147;15304;
5828;13750;4069;13246;15356;
5829;13835;4094;13284;15371;
5830;13756;4052;13207;15340;
5831;13517;3904;13156;15314;
5832;13637;3977;13153;15313;
5833;13578;3957;13254;15368;
5834;13634;3975;13311;15399;
5835;13692;4029;13193;15339;
5836;13667;4019;13306;15395;
5837;13720;4029;13259;15375;
5838;13696;4016;13195;15341;
5839;13812;4080;13217;15357;
5840;13738;4048;13231;15366;
5841;13626;3973;13394;15449;
5842;13604;3972;13212;15359;
5843;13763;4059;13057;15285;
5844;13772;4070;13148;15330;
5845;13832;4096;13225;15370;
5846;13814;4078;13250;15384;
5847;13671;3990;13255;15387;
5848;13647;3978;13283;15403;
5849;13736;4040;13152;15338;
5850;13668;3976;13304;15419;
5851;13817;4095;13243;15383;
5852;13785;4047;13201;15370;
5853;13825;4069;13297;15419;
5854;13553;3898;13288;15416;
5855;13758;4034;13280;15417;
5856;13636;3945;13238;15394;
5857;13654;3963;13265;15407;
5858;13532;3864;13341;15448;
5859;13548;3895;13311;15433;
5860;13373;3764;13389;15472;
5861;13849;4061;13315;15437;
5862;13413;3803;13324;15446;
5863;13727;4010;13316;15440;
5864;13574;3914;13369;15473;
5865;13888;4090;13173;15375;
5866;13635;3957;13299;15438;
5867;13797;4046;13236;15407;
5868;13640;3974;13296;15440;
5869;13842;4085;13413;15499;
5870;13733;4008;13182;15384;
5871;13910;4118;13174;15382;
5872;13821;4075;13305;15451;
5873;13862;4099;13452;15528;
5874;13719;4004;13302;15452;
5875;13860;4085;13306;15457;
5876;13735;4024;13247;15431;
5877;13803;4038;13313;15466;
5878;13714;4025;13364;15491;
5879;13809;4041;13371;15496;
5880;13842;4070;13510;15565;
5881;13781;4048;13346;15487;
5882;13851;4079;13385;15504;
5883;13849;4068;13493;15559;
5884;13839;4054;13383;15505;
5885;13742;4011;13261;15445;
5886;13832;4055;13334;15485;
5887;13680;3976;13487;15562;
5888;13685;3976;13340;15493;
5889;13671;3947;13378;15511;
5890;13722;4000;13485;15569;
5891;13667;3937;13301;15476;
5892;13809;4037;13389;15522;
5893;13589;3879;13379;15520;
5894;13673;3949;13372;15519;
5895;13502;3834;13453;15558;
5896;13763;4015;13521;15593;
5897;13438;3820;13453;15563;
5898;13922;4100;13280;15480;
5899;13743;3994;13464;15569;
5900;13768;4022;13433;15559;
5901;13745;3998;13370;15530;
5902;13928;4092;13379;15534;
5903;13889;4079;13223;15458;
5904;13813;4048;13370;15533;
5905;13869;4065;13440;15564;
5906;13834;4052;13383;15543;
5907;13921;4090;13495;15602;
5908;13936;4094;13389;15545;
5909;13798;4031;13431;15570;
5910;14061;4167;13470;15590;
5911;13901;4084;13359;15540;
5912;13960;4128;13262;15490;
5913;13833;4048;13532;15620;
5914;13830;4034;13487;15604;
5915;13920;4100;13397;15564;
5916;13822;4047;13377;15558;
5917;13980;4116;13499;15612;
5918;13752;3981;13513;15625;
5919;13694;3938;13401;15571;
5920;13544;3839;13372;15561;
5921;13714;3955;13543;15644;
5922;13555;3863;13473;15609;
5923;13932;4080;13544;15645;
5924;13805;4011;13457;15604;
5925;13933;4089;13514;15634;
5926;13864;4046;13541;15651;
5927;13844;4034;13547;15654;
5928;14039;4152;13499;15632;
5929;13835;4028;13387;15576;
5930;14006;4118;13560;15666;
5931;13903;4068;13426;15599;
5932;13901;4065;13476;15625;
5933;13868;4066;13524;15653;
5934;13985;4103;13452;15617;
5935;14080;4163;13591;15689;
5936;14065;4179;13549;15666;
5937;13867;4053;13429;15613;
5938;13956;4099;13537;15665;
5939;13985;4102;13510;15655;
5940;13899;4056;13419;15611;
5941;13609;3873;13425;15615;
5942;13717;3935;13546;15676;
5943;13811;3959;13492;15649;
5944;13917;4060;13463;15637;
5945;13678;3930;13523;15670;
5946;13931;4085;13509;15666;
5947;13686;3926;13424;15624;
5948;14102;4159;13527;15674;
5949;13886;4049;13483;15655;
5950;14062;4144;13529;15677;
5951;13970;4085;13552;15691;
5952;13858;4028;13578;15708;
5953;14070;4149;13540;15687;
5954;13910;4054;13472;15658;
5955;13995;4104;13456;15649;
5956;13958;4087;13386;15617;
5957;13942;4060;13584;15714;
5958;13917;4060;13495;15676;
5959;14110;4170;13561;15709;
5960;13625;3869;13551;15706;
5961;13884;4021;13718;15791;
5962;13620;3865;13535;15702;
5963;13951;4076;13527;15696;
5964;14000;4096;13513;15694;
5965;13894;4050;13545;15712;
5966;13983;4083;13469;15674;
5967;13488;3768;13413;15649;
5968;13974;4085;13501;15696;
5969;14055;4138;13561;15724;
5970;13848;4008;13527;15707;
5971;14016;4106;13584;15739;
5972;14036;4109;13685;15787;
5973;14128;4172;13545;15724;
5974;14024;4098;13527;15715;
5975;13905;4046;13519;15715;
5976;14112;4151;13547;15730;
5977;13790;3941;13776;15847;
5978;13913;4020;13515;15713;
5979;13589;3843;13502;15708;
5980;14063;4124;13614;15767;
5981;14027;4079;13720;15824;
5982;14054;4132;13565;15745;
5983;13986;4091;13671;15803;
5984;14034;4121;13600;15766;
5985;13998;4075;13563;15751;
5986;14112;4139;13591;15767;
5987;13918;4049;13662;15802;
5988;14024;4100;13659;15805;
5989;14158;4181;13564;15757;
5990;13927;4035;13621;15787;
5991;14180;4182;13510;15730;
5992;13907;4015;13622;15790;
5993;14014;4105;13700;15831;
5994;13505;3757;13557;15760;
5995;13980;4059;13600;15782;
5996;13879;4007;13545;15758;
5997;14038;4124;13559;15766;
5998;14039;4089;13498;15734;
5999;14033;4102;13564;15773;
6000;14087;4141;13811;15895;
6001;14064;4100;13578;15779;
6002;14021;4083;13621;15805;
6003;14070;4126;13495;15741;
6004;14089;4140;13693;15841;
6005;13927;4020;13564;15781;
6006;14260;4216;13647;15825;
6007;13872;3981;13567;15787;
6008;13964;4042;13677;15841;
6009;13716;3873;13603;15799;
6010;13946;4032;13613;15814;
6011;13848;3979;13593;15801;
6012;14182;4170;13627;15824;
6013;14087;4130;13679;15848;
6014;14037;4115;13652;15839;
6015;14140;4143;13718;15869;
6016;14050;4104;13633;15829;
6017;14013;4065;13586;15809;
6018;14131;4141;13627;15832;
6019;14095;4131;13793;15915;
6020;14143;4146;13728;15886;
6021;14062;4089;13661;15850;
6022;13825;3919;13664;15851;
6023;13976;4039;13731;15892;
6024;13998;4052;13725;15890;
6025;14019;4068;13714;15885;
6026;14235;4197;13667;15867;
6027;14245;4196;13686;15875;
6028;14188;4160;13775;15920;
6029;13948;4032;13686;15879;
6030;14219;4183;13612;15842;
6031;14048;4093;13796;15933;
6032;14188;4173;13679;15876;
6033;14090;4098;13820;15952;
6034;14167;4130;13606;15846;
6035;13865;3941;13710;15898;
6036;14093;4089;13661;15875;
6037;14037;4053;13601;15848;
6038;14163;4172;13774;15930;
6039;14033;4082;13840;15966;
6040;14176;4154;13706;15905;
6041;14164;4156;13828;15965;
6042;14185;4165;13671;15889;
6043;14177;4179;13717;15918;
6044;14302;4201;13630;15869;
6045;14150;4134;13732;15926;
6046;13975;4024;13617;15869;
6047;14040;4074;13737;15930;
6048;13737;3872;13677;15900;
6049;14104;4099;13731;15925;
6050;14270;4173;13569;15853;
6051;14164;4149;13640;15885;
6052;14231;4176;13507;15821;
6053;14197;4152;13804;15973;
6054;14026;4054;13721;15931;
6055;14377;4255;13722;15935;
6056;14191;4160;13777;15964;
6057;14250;4182;13667;15910;
6058;14204;4162;13725;15941;
6059;13923;3966;13713;15934;
6060;13994;4031;13879;16023;
6061;14127;4091;13878;16021;
6062;14351;4247;13744;15955;
6063;14208;4134;13744;15959;
6064;14263;4179;13718;15943;
6065;14228;4159;13830;16002;
6066;14197;4157;13769;15972;
6067;14355;4254;13827;16006;
6068;14209;4141;13787;15984;
6069;14414;4282;13696;15945;
6070;13962;3995;13785;15991;
6071;14104;4068;13779;15987;
6072;14087;4061;13865;16030;
6073;14204;4168;13789;15997;
6074;14382;4249;13797;16000;
6075;14295;4198;13921;16066;
6076;14036;4047;13806;16007;
6077;14262;4166;13791;16003;
6078;14260;4187;13916;16068;
6079;14306;4195;13846;16031;
6080;14237;4172;13752;15986;
6081;13996;4008;13820;16020;
6082;14030;4014;13893;16059;
6083;14175;4086;13803;16014;
6084;14364;4219;13886;16062;
6085;14190;4148;13795;16017;
6086;14279;4179;13683;15961;
6087;14149;4105;13955;16098;
6088;14364;4228;13751;15997;
6089;14216;4137;13879;16063;
6090;14297;4173;13793;16021;
6091;14299;4193;13806;16031;
6092;13899;3936;13833;16047;
6093;14176;4116;13859;16062;
6094;14220;4130;13883;16076;
6095;14324;4189;13864;16065;
6096;14290;4184;13956;16112;
6097;14304;4198;13951;16111;
6098;14177;4110;13777;16026;
6099;14271;4163;13877;16078;
6100;14444;4247;13755;16016;
6101;14214;4123;13945;16112;
6102;14298;4179;13916;16100;
6103;13965;3949;13803;16048;
6104;14367;4216;13894;16092;
6105;14144;4100;13823;16061;
6106;14363;4225;13954;16126;
6107;14428;4249;13905;16103;
6108;14225;4124;14046;16176;
6109;14382;4231;13864;16086;
6110;14262;4164;13956;16133;
6111;14469;4257;13918;16116;
6112;14126;4063;13811;16065;
6113;14007;3984;13942;16130;
6114;14229;4109;13743;16033;
6115;14310;4186;13902;16111;
6116;14334;4193;13805;16068;
6117;14184;4117;13879;16103;
6118;14273;4149;13853;16091;
6119;14324;4166;13799;16068;
6120;14246;4130;13691;16013;
6121;14328;4187;13932;16138;
6122;14278;4148;13934;16143;
6123;14189;4083;13984;16166;
6124;14373;4225;13949;16153;
6125;14489;4264;13954;16152;
6126;14249;4153;13693;16026;
6127;14303;4166;13813;16086;
6128;14410;4225;13874;16122;
6129;14439;4257;13958;16164;
6130;14379;4183;13813;16097;
6131;14348;4195;13900;16138;
6132;14068;3995;13905;16141;
6133;14370;4200;13892;16135;
6134;14283;4157;13927;16153;
6135;14487;4253;13832;16109;
6136;14325;4169;13864;16125;
6137;14295;4140;13825;16108;
6138;14449;4238;13969;16182;
6139;14515;4271;13961;16182;
6140;14421;4210;13819;16114;
6141;13869;3868;14035;16220;
6142;14337;4176;14083;16246;
6143;14477;4257;13885;16147;
6144;13878;3867;14010;16212;
6145;14422;4238;13889;16149;
6146;14382;4202;13898;16160;
6147;14465;4233;13868;16144;
6148;14330;4161;14053;16238;
6149;14326;4163;13963;16190;
6150;13951;3913;13935;16182;
6151;14348;4162;13997;16212;
6152;14446;4225;14008;16220;
6153;14363;4190;14057;16244;
6154;14230;4102;13992;16215;
6155;14515;4276;13921;16184;
6156;14521;4277;14049;16253;
6157;14412;4200;13921;16188;
6158;14385;4194;13994;16225;
6159;14138;4003;13926;16189;
6160;14269;4134;13901;16180;
6161;14368;4188;13901;16179;
6162;14499;4262;14000;16232;
6163;14382;4192;13966;16218;
6164;14555;4300;13959;16213;
6165;14439;4228;14043;16258;
6166;14294;4139;13944;16208;
6167;14377;4164;14058;16272;
6168;14275;4114;13886;16187;
6169;14512;4261;14004;16249;
6170;14393;4201;14107;16296;
6171;14440;4210;14049;16273;
6172;14423;4208;13962;16232;
6173;14459;4222;13981;16243;
6174;14442;4218;14067;16288;
6175;14267;4105;13966;16239;
6176;14264;4121;13901;16205;
6177;14276;4109;14071;16294;
6178;14621;4324;13886;16200;
6179;14467;4235;14132;16323;
6180;14426;4190;14036;16279;
6181;14522;4252;14042;16285;
6182;14359;4142;14061;16295;
6183;14528;4268;14036;16284;
6184;14060;3948;14102;16320;
6185;14372;4151;14001;16268;
6186;14359;4159;14066;16306;
6187;14453;4212;14138;16339;
6188;14256;4065;14052;16297;
6189;14560;4272;14086;16317;
6190;14415;4197;13934;16243;
6191;14301;4112;13973;16262;
6192;14219;4062;14094;16326;
6193;14423;4168;14044;16298;
6194;14471;4214;14055;16310;
6195;14531;4247;14018;16293;
6196;14287;4109;13990;16281;
6197;14527;4232;14150;16360;
6198;14454;4213;13976;16278;
6199;14535;4239;14005;16288;
6200;14008;3911;14032;16306;
6201;14350;4144;14112;16352;
6202;14501;4212;14088;16338;
6203;14502;4217;14090;16341;
6204;14456;4175;13951;16272;
6205;14552;4275;14033;16317;
6206;14586;4279;14219;16407;
6207;14333;4113;14064;16332;
6208;14443;4180;14171;16390;
6209;14419;4160;14046;16329;
6210;14528;4251;14121;16365;
6211;14520;4223;14067;16341;
6212;14648;4300;14196;16409;
6213;14503;4235;13958;16290;
6214;14453;4198;14141;16382;
6215;14456;4185;14122;16376;
6216;14308;4087;14104;16367;
6217;14646;4300;14138;16383;
6218;14475;4211;14159;16394;
6219;14601;4255;14084;16359;
6220;14483;4224;14106;16373;
6221;14434;4184;14118;16379;
6222;14577;4261;14108;16379;
6223;14122;3955;14191;16419;
6224;14614;4278;14117;16384;
6225;14528;4220;14223;16439;
6226;14657;4300;14102;16380;
6227;14531;4223;14141;16401;
6228;14670;4309;13983;16327;
6229;14582;4262;14245;16456;
6230;14214;4016;14267;16469;
6231;14402;4157;14052;16361;
6232;14422;4146;14168;16421;
6233;14539;4237;14164;16425;
6234;14588;4252;14117;16397;
6235;14550;4213;14169;16429;
6236;14685;4313;14092;16391;
6237;14413;4130;14011;16354;
6238;14458;4173;14199;16446;
6239;14489;4169;14188;16445;
6240;14437;4165;14230;16461;
6241;14602;4252;14357;16530;
6242;14602;4253;14122;16414;
6243;14620;4257;14187;16445;
6244;14439;4144;14302;16507;
6245;14556;4206;14105;16409;
6246;14419;4143;14181;16452;
6247;14699;4330;14230;16475;
6248;14499;4210;14112;16415;
6249;14658;4282;14304;16517;
6250;14661;4290;14230;16481;
6251;14517;4200;14248;16491;
6252;14342;4085;14243;16486;
6253;14444;4155;14266;16501;
6254;14674;4285;14091;16414;
6255;14644;4283;14263;16501;
6256;14507;4208;14253;16501;
6257;14740;4328;14171;16461;
6258;14418;4139;14148;16450;
6259;14418;4131;14202;16481;
6260;14441;4145;14270;16511;
6261;14730;4319;14133;16450;
6262;14804;4376;14240;16505;
6263;14540;4204;14211;16488;
6264;14673;4293;14212;16493;
6265;14545;4196;14210;16496;
6266;14176;3955;14324;16552;
6267;14584;4227;14344;16560;
6268;14682;4286;14281;16533;
6269;14656;4296;14070;16426;
6270;14680;4295;14395;16593;
6271;14653;4275;14253;16523;
6272;14430;4116;14224;16507;
6273;14691;4264;14093;16450;
6274;14581;4217;14334;16568;
6275;14499;4197;14299;16552;
6276;14543;4204;14187;16496;
6277;14748;4319;14310;16565;
6278;14548;4209;14345;16573;
6279;14422;4115;14326;16572;
6280;14610;4234;14250;16535;
6281;14727;4294;14256;16538;
6282;14709;4293;14396;16612;
6283;14466;4167;14351;16592;
6284;14873;4380;14243;16533;
6285;14591;4231;14182;16509;
6286;14328;4049;14236;16536;
6287;14621;4233;14181;16511;
6288;14838;4346;14281;16562;
6289;14746;4314;14315;16579;
6290;14823;4348;14233;16543;
6291;14786;4329;14261;16555;
6292;14629;4242;14243;16549;
6293;14320;4035;14394;16627;
6294;14844;4345;14266;16566;
6295;14777;4327;14197;16531;
6296;14625;4242;14333;16601;
6297;14834;4351;14066;16468;
6298;14622;4240;14248;16560;
6299;14681;4257;14272;16574;
6300;14523;4159;14280;16580;
6301;14767;4302;14215;16549;
6302;14760;4333;14259;16569;
6303;14772;4320;14248;16571;
6304;14668;4254;14365;16628;
6305;14654;4233;14333;16617;
6306;14577;4209;14308;16607;
6307;14801;4304;14291;16597;
6308;14800;4327;14281;16595;
6309;14609;4208;14291;16598;
6310;14810;4344;14343;16629;
6311;14931;4409;14083;16496;
6312;14410;4066;14420;16670;
6313;14691;4265;14228;16572;
6314;14637;4244;14295;16607;
6315;14637;4243;14249;16594;
6316;14866;4362;14380;16657;
6317;14720;4276;14417;16670;
6318;14669;4237;14363;16646;
6319;14523;4146;14219;16576;
6320;14806;4317;14417;16679;
6321;14671;4250;14372;16657;
6322;14831;4340;14434;16691;
6323;14753;4292;14414;16684;
6324;14578;4187;14275;16618;
6325;14661;4232;14290;16627;
6326;14597;4209;14348;16656;
6327;14723;4281;14333;16650;
6328;14679;4243;14258;16610;
6329;14694;4268;14301;16633;
6330;14577;4200;14393;16683;
6331;14333;4020;14416;16694;
6332;14740;4288;14387;16680;
6333;14774;4310;14385;16685;
6334;14706;4255;14272;16626;
6335;14803;4303;14352;16668;
6336;14797;4304;14315;16653;
6337;14660;4213;14385;16688;
6338;14746;4272;14341;16671;
6339;14865;4351;14360;16680;
6340;14772;4277;14528;16766;
6341;14810;4308;14356;16682;
6342;14865;4338;14453;16731;
6343;14542;4104;14321;16664;
6344;14811;4311;14375;16694;
6345;14712;4266;14386;16703;
6346;14751;4284;14404;16712;
6347;14911;4375;14427;16723;
6348;14600;4183;14487;16755;
6349;14633;4186;14409;16719;
6350;14609;4188;14408;16717;
6351;14997;4410;14433;16735;
6352;14859;4329;14505;16772;
6353;14883;4367;14262;16652;
6354;14835;4323;14308;16671;
6355;14429;4039;14383;16717;
6356;14821;4334;14279;16660;
6357;14782;4290;14291;16673;
6358;14799;4288;14566;16812;
6359;14841;4318;14454;16756;
6360;14656;4196;14395;16728;
6361;14751;4252;14438;16752;
6362;14814;4289;14378;16721;
6363;14928;4368;14451;16759;
6364;14931;4356;14363;16717;
6365;14911;4347;14124;16600;
6366;14727;4249;14496;16788;
6367;14496;4107;14548;16816;
6368;14803;4305;14495;16789;
6369;14997;4404;14437;16765;
6370;14798;4304;14368;16732;
6371;14977;4374;14455;16777;
6372;14785;4255;14481;16787;
6373;14922;4351;14546;16823;
6374;14858;4309;14619;16861;
6375;14793;4286;14383;16749;
6376;14883;4326;14427;16766;
6377;14909;4342;14538;16824;
6378;14802;4270;14579;16846;
6379;14830;4283;14491;16804;
6380;14996;4374;14393;16755;
6381;14863;4304;14375;16750;
6382;14913;4333;14445;16785;
6383;14939;4369;14491;16809;
6384;14470;4058;14703;16921;
6385;14996;4379;14534;16835;
6386;14858;4304;14358;16752;
6387;14933;4346;14387;16766;
6388;14837;4284;14549;16847;
6389;14704;4203;14496;16824;
6390;14739;4236;14549;16849;
6391;14845;4285;14476;16814;
6392;14850;4302;14467;16812;
6393;14977;4377;14507;16833;
6394;14912;4341;14377;16770;
6395;14907;4310;14497;16831;
6396;14713;4235;14469;16820;
6397;15062;4424;14519;16845;
6398;14884;4308;14439;16806;
6399;14876;4332;14551;16861;
6400;14819;4277;14330;16758;
6401;14697;4169;14535;16859;
6402;14821;4280;14535;16858;
6403;14938;4353;14569;16880;
6404;14941;4344;14585;16889;
6405;15081;4421;14470;16832;
6406;14510;4079;14489;16845;
6407;14960;4349;14424;16813;
6408;14974;4382;14609;16905;
6409;14870;4282;14539;16874;
6410;15001;4370;14602;16907;
6411;14689;4189;14563;16887;
6412;14757;4243;14645;16930;
6413;14975;4344;14486;16852;
6414;14938;4366;14617;16916;
6415;15119;4441;14356;16792;
6416;14906;4298;14407;16822;
6417;14921;4290;14410;16823;
