n;q1_a;q1_c;q2_a;q2_c
3205;96199;46377;73371;76629;
3206;85461;40419;83754;79544;
3207;102168;42380;75659;75887;
3208;88813;43189;73867;77028;
3209;86741;41628;79279;78380;
3210;95024;41343;78383;75490;
3211;97508;48003;74096;79543;
3212;101351;39992;82240;75201;
3213;99861;45383;75746;77244;
3214;99065;45668;79437;78088;
3215;95498;40090;77870;75037;
3216;95705;41885;76622;79747;
3217;90450;41272;76073;75430;
3218;97395;42504;75710;80259;
3219;106053;44250;82095;78967;
3220;93678;40527;77519;74906;
3221;90354;45489;73231;77822;
3222;97275;44691;80451;77229;
3223;107584;44779;76432;87122;
3224;88328;46486;75919;76745;
3225;97174;41184;88472;79282;
3226;98941;41480;78160;76629;
3227;87568;43112;73432;79011;
3228;86606;42653;77611;77742;
3229;101525;44992;88904;85246;
3230;109803;47143;79739;78118;
3231;92044;41798;73149;73833;
3232;90990;40183;73157;73202;
3233;92080;42947;76090;78325;
3234;95790;40781;81401;79644;
3235;93403;41431;76407;75627;
3236;94590;42777;77919;80557;
3237;100248;41088;84841;80192;
3238;105646;44209;80688;77831;
3239;100193;40784;86432;82404;
3240;87568;41191;77068;75690;
3241;118398;44975;80812;80984;
3242;93818;41534;75542;74102;
3243;95491;43251;80256;77066;
3244;92698;41627;76411;81273;
3245;107329;48883;81526;77775;
3246;103061;41358;78712;81058;
3247;109267;44495;78808;76399;
3248;113273;47690;83329;84375;
3249;92421;42042;72089;77595;
3250;102383;44313;83880;79586;
3251;109695;42868;83914;81089;
3252;97985;42100;84014;77370;
3253;94246;44112;85711;77946;
3254;92403;41998;82052;78035;
3255;112332;46506;81478;84883;
3256;107873;42228;75889;77285;
3257;90611;41482;87650;84218;
3258;109689;43391;80656;79153;
3259;109825;44151;90235;81948;
3260;100793;44299;80515;80817;
3261;96605;42610;78601;79332;
3262;96956;45066;83911;83153;
3263;90889;40263;84898;78280;
3264;105144;42097;75100;76782;
3265;92443;43802;77339;78752;
3266;85813;42885;76603;78427;
3267;93739;39860;78892;77910;
3268;97506;45054;75697;76702;
3269;90877;40631;75078;77593;
3270;108326;43101;76914;78388;
3271;100630;46495;77286;78543;
3272;99778;43257;94419;85045;
3273;102775;44975;75015;77532;
3274;101939;44882;78363;74828;
3275;88107;45169;78136;79495;
3276;100570;42570;79570;78961;
3277;91889;41803;78727;76270;
3278;90923;44200;78103;76612;
3279;86510;41955;79520;76614;
3280;101123;42674;75866;75873;
3281;112808;47915;81253;78950;
3282;89734;41133;82963;87525;
3283;94536;44327;76933;79055;
3284;86315;41194;80038;81712;
3285;100906;43174;75632;75986;
3286;105855;43395;83267;79817;
3287;109680;43760;75122;74828;
3288;94344;44831;77340;75280;
3289;95766;39499;77497;77116;
3290;91730;41736;84701;82059;
3291;107976;43947;82706;84769;
3292;107464;44873;74798;78109;
3293;104549;44401;84302;78412;
3294;105124;45788;82589;77679;
3295;93761;42314;89508;82342;
3296;110405;44061;74368;77795;
3297;98503;43157;77541;78543;
3298;103815;42275;81344;83808;
3299;90841;43416;76168;79925;
3300;91167;40758;84100;81317;
3301;92726;41135;76743;77671;
3302;98462;46536;76956;76904;
3303;108009;45076;92089;80135;
3304;92553;44833;77884;76297;
3305;99922;42357;76254;83258;
3306;98904;41890;80349;80375;
3307;94718;44205;77751;77468;
3308;101584;45029;78383;78689;
3309;99597;45569;79282;78780;
3310;109898;46089;76537;78274;
3311;91946;42479;81870;81742;
3312;98359;43678;81596;80556;
3313;107616;47747;78989;77168;
3314;98098;43045;83002;80325;
3315;93625;44444;81719;76674;
3316;108682;44266;76621;83958;
3317;94714;44270;83284;80122;
3318;92567;41985;82965;78405;
3319;94658;43437;80844;81464;
3320;113143;49187;74889;77622;
3321;101115;44673;79412;83190;
3322;98515;46757;81434;85011;
3323;114088;49527;78152;78975;
3324;104367;45872;82903;84573;
3325;109600;44310;77841;77295;
3326;107309;45977;82908;82204;
3327;102884;42626;78700;79714;
3328;88832;43668;78660;80380;
3329;101294;44045;80899;77436;
3330;87154;42651;77886;77310;
3331;100917;43937;84469;83967;
3332;105119;44111;77102;74487;
3333;90591;42640;76186;78885;
3334;102248;43408;82995;80606;
3335;108988;44276;84505;81362;
3336;105015;46324;85301;80181;
3337;95641;43127;75127;79570;
3338;108029;44351;85662;86038;
3339;111089;44394;77882;78112;
3340;98315;44077;80478;76988;
3341;95371;44257;89650;88312;
3342;97492;43096;77690;76433;
3343;85213;42723;79066;81689;
3344;112216;48172;88010;84823;
3345;104338;46556;76223;84281;
3346;105264;49422;82244;80033;
3347;114960;43817;82090;79558;
3348;106580;45213;77789;88895;
3349;98201;44559;89194;85552;
3350;107167;44464;88946;82842;
3351;121717;48267;87679;82094;
3352;95426;42168;86640;80571;
3353;103282;44838;80474;77175;
3354;109555;47149;82006;77980;
3355;94385;44677;80040;81951;
3356;102357;47225;77420;80218;
3357;106185;43176;84740;78721;
3358;104792;43282;87543;82892;
3359;96040;43817;96755;86289;
3360;115945;46988;83098;80003;
3361;107981;46945;86485;79222;
3362;109717;45380;77240;81505;
3363;98698;48028;78849;81450;
3364;99913;46423;75054;79150;
3365;102903;46042;78645;81412;
3366;97102;48368;75980;80031;
3367;110575;47353;84611;84591;
3368;97212;43944;85045;82170;
3369;98142;44537;81986;84370;
3370;118807;46165;84716;79502;
3371;91187;43265;77289;87386;
3372;106147;43610;77377;79793;
3373;100051;41748;78559;78403;
3374;92207;42024;83423;81346;
3375;98659;44327;91641;82112;
3376;113368;48047;87153;84008;
3377;109076;45091;83640;83083;
3378;94035;42940;83284;80002;
3379;115328;46805;86774;81561;
3380;103099;45478;80813;78941;
3381;121096;48519;94426;83870;
3382;105690;45236;87170;83817;
3383;96473;44649;84986;79660;
3384;112750;43462;86802;83496;
3385;96198;41849;89393;80030;
3386;106434;46005;85322;79819;
3387;122225;47500;81821;87449;
3388;106340;45098;91071;84580;
3389;106193;43507;91991;88005;
3390;102534;45248;81362;87692;
3391;113654;44147;88847;83508;
3392;102323;43477;83265;79564;
3393;115043;47734;80867;80244;
3394;119389;49054;99550;90798;
3395;92908;42870;91854;82872;
3396;103056;51881;76335;80721;
3397;103032;52244;75600;82242;
3398;109414;50248;91455;88012;
3399;108991;47867;76374;84830;
3400;101964;43683;92245;82191;
3401;113229;52074;85642;84697;
3402;98775;43691;81038;78428;
3403;103665;43794;85316;86514;
3404;120727;47999;88850;84789;
3405;100302;45070;81186;77554;
3406;125224;48980;93677;87220;
3407;111787;47114;84644;81000;
3408;104930;44800;79444;79352;
3409;98161;46090;87582;88365;
3410;94248;43880;80537;80327;
3411;106829;44724;81245;86238;
3412;113315;48108;86607;84524;
3413;114176;46845;78174;80897;
3414;105770;45638;79974;82038;
3415;106392;48498;84439;84036;
3416;120958;46771;81301;90319;
3417;105937;45346;84937;82132;
3418;108655;49970;77825;81830;
3419;119536;45727;76368;79063;
3420;104488;51816;80047;80949;
3421;115393;50017;89901;87197;
3422;103891;45471;89267;84194;
3423;118900;48695;98323;87285;
3424;107999;44844;82120;87557;
3425;100285;42412;86614;80233;
3426;111322;45852;88447;81990;
3427;100404;43863;84100;81970;
3428;115686;45743;83484;81808;
3429;105407;47228;81505;90240;
3430;94709;43453;85374;80576;
3431;112316;46373;87747;82130;
3432;115040;46495;85141;81678;
3433;107937;45107;88323;85120;
3434;118738;49309;80718;82583;
3435;109961;46186;82246;83909;
3436;120151;47333;81652;79165;
3437;101783;43404;82162;83099;
3438;99059;44911;90076;88717;
3439;103923;47577;84643;89713;
3440;110158;45161;88791;84632;
3441;103681;49850;85631;88559;
3442;104826;43507;83090;79542;
3443;110283;45510;84109;84120;
3444;104445;45921;82700;81573;
3445;96812;43459;83908;81111;
3446;114063;46994;80807;86391;
3447;101408;47585;95016;86748;
3448;106046;46666;80277;79106;
3449;109968;45192;80400;82382;
3450;102268;47541;88809;92380;
3451;108194;43766;87264;86375;
3452;98424;46470;88012;82761;
3453;100387;45192;93145;90633;
3454;120375;48609;86859;87010;
3455;92452;45382;81333;84775;
3456;112941;48937;86034;85017;
3457;94125;49014;82734;82403;
3458;96737;44490;91931;87738;
3459;100715;44290;83682;81585;
3460;112797;47815;102899;90307;
3461;107130;49363;86925;86026;
3462;109337;43447;80729;84119;
3463;100502;45213;86833;83691;
3464;111637;43377;91875;85434;
3465;100932;49324;81734;83715;
3466;102077;43310;85777;82101;
3467;110529;47246;104049;90721;
3468;92077;49572;81280;88832;
3469;106748;45281;80792;81561;
3470;117371;46626;86053;82612;
3471;122960;51450;99836;91681;
3472;109883;46759;87379;84507;
3473;87360;47290;83416;82810;
3474;110221;49043;98110;91533;
3475;107865;47361;99118;88452;
3476;104979;44804;92606;87237;
3477;102374;44101;87101;83979;
3478;102207;45647;86241;84827;
3479;98248;44383;93431;91379;
3480;110410;47442;87167;84937;
3481;97845;45536;87843;84044;
3482;109755;46078;87482;84794;
3483;104322;48055;81577;86659;
3484;106046;46206;78339;80486;
3485;118148;48003;81556;84370;
3486;104753;45024;85711;85773;
3487;120468;46756;88031;89855;
3488;103859;43607;89402;88272;
3489;105772;47475;83810;84668;
3490;107045;48397;84343;83414;
3491;124211;50441;80631;84208;
3492;110963;49040;84336;86969;
3493;106652;50986;85498;85931;
3494;101796;47054;77620;80121;
3495;107544;49797;83452;81667;
3496;105921;48561;84436;86885;
3497;113796;49621;85864;90835;
3498;94871;44510;80288;86250;
3499;112582;46109;80790;82749;
3500;107472;46181;86340;83949;
3501;101246;48646;83364;85949;
3502;98197;47216;86487;88090;
3503;101634;47603;84111;86315;
3504;98843;48612;83223;89247;
3505;102777;43737;88165;87644;
3506;114119;45982;81847;82368;
3507;115036;46698;85233;87775;
3508;101521;45446;83928;82541;
3509;117143;50605;87672;82123;
3510;107329;48262;96828;88748;
3511;105740;45410;84105;81904;
3512;96684;47791;79059;82533;
3513;100707;43542;84340;83499;
3514;114878;49035;85515;85206;
3515;105995;45821;80897;84902;
3516;126150;48670;95706;88982;
3517;117692;49557;87536;89396;
3518;104446;51535;83758;84789;
3519;107830;46488;93306;87122;
3520;104184;45393;86519;87173;
3521;124563;53852;88418;89299;
3522;119065;49838;83454;82828;
3523;115077;46941;87725;82635;
3524;110668;44660;93966;87876;
3525;101171;45685;93837;90733;
3526;111114;46234;85488;81626;
3527;99780;45576;88114;88617;
3528;98852;44264;83805;82175;
3529;105610;47044;90962;85024;
3530;104069;47963;80639;86173;
3531;106780;49682;91816;92600;
3532;99940;45639;91494;87369;
3533;99907;47990;87320;86882;
3534;125273;52219;90015;86679;
3535;110871;44843;80719;84632;
3536;107446;48209;92848;88026;
3537;105601;44949;92331;84683;
3538;109578;46625;90048;89476;
3539;97158;47007;90882;84768;
3540;109585;51216;86433;90082;
3541;112716;46287;84663;84240;
3542;111787;48581;89336;87890;
3543;106154;47922;83472;90992;
3544;103858;47194;80979;83086;
3545;110238;46658;89269;87940;
3546;107870;48471;81522;85152;
3547;109934;48236;88994;93698;
3548;102902;44388;87551;85824;
3549;117013;47977;84040;91602;
3550;117530;46529;92367;91056;
3551;100140;45253;86085;84574;
3552;110931;50445;83447;84849;
3553;118863;48042;87172;91399;
3554;112075;49129;88344;85693;
3555;109294;46415;87723;83665;
3556;133447;50533;107975;96367;
3557;121181;48652;98989;93491;
3558;108402;46702;81614;84471;
3559;120428;51458;90495;87472;
3560;112558;51195;95594;97285;
3561;109353;45533;86316;88628;
3562;98561;49526;87208;91461;
3563;125218;50526;88552;92506;
3564;104465;53344;85163;90067;
3565;148337;54751;84153;86640;
3566;95418;45982;82530;83171;
3567;103238;49404;83412;83855;
3568;117071;50601;84043;85977;
3569;112941;47945;88231;83652;
3570;105072;49305;84037;87567;
3571;107635;48820;82994;85240;
3572;103313;45745;88144;83679;
3573;101593;47019;85493;85817;
3574;99031;46427;86464;83299;
3575;123424;47199;103126;90712;
3576;107378;46731;82916;82169;
3577;111804;46812;83314;84408;
3578;109201;47344;83772;90124;
3579;106826;45906;92886;87953;
3580;105693;47548;82925;83646;
3581;122164;50594;80074;82199;
3582;114763;47468;83878;83014;
3583;110420;48551;90372;86703;
3584;120951;48009;101401;94726;
3585;113822;47307;80619;82429;
3586;116546;49117;92445;87419;
3587;112267;48520;92293;88349;
3588;108080;44316;89859;87193;
3589;108605;50418;87574;87793;
3590;109255;46132;94557;86699;
3591;130026;52188;92499;91864;
3592;122948;49987;101257;95402;
3593;103541;47046;87907;91007;
3594;108483;49341;82371;86258;
3595;112998;47884;99704;94200;
3596;109407;46602;90695;89470;
3597;94721;45889;83726;82707;
3598;101386;49898;85615;85110;
3599;102053;46125;91067;85751;
3600;111512;51552;88654;85516;
3601;109869;49707;110427;96238;
3602;115417;49515;84415;87290;
3603;113694;51840;85636;85706;
3604;110539;49206;85737;91293;
3605;112163;48655;87149;89806;
3606;114202;47248;95841;91238;
3607;106676;47091;91022;92603;
3608;111979;47468;91473;90290;
3609;104669;46695;97700;97044;
3610;106621;47579;82153;84679;
3611;100050;44539;91120;84812;
3612;124144;50317;93689;93983;
3613;108625;49213;91339;89056;
3614;105091;47777;85697;87659;
3615;108807;44854;89039;85621;
3616;110077;46570;89676;89049;
3617;113001;47295;97031;92497;
3618;103453;49047;85374;85417;
3619;111528;50289;88257;88690;
3620;117067;53379;93928;102265;
3621;117502;48975;90300;89915;
3622;103276;46069;89188;89502;
3623;110458;47769;87656;88100;
3624;103229;51480;86515;87070;
3625;99985;44230;92718;87871;
3626;109667;45987;97776;89429;
3627;114676;51111;83546;89514;
3628;115714;48106;101010;92266;
3629;110236;48327;85836;84623;
3630;108908;46304;91678;86563;
3631;128423;51012;102798;96017;
3632;98929;47607;90039;86562;
3633;114768;51212;89649;91552;
3634;109235;48758;84327;84600;
3635;113947;51793;86430;86015;
3636;114379;47946;97247;90154;
3637;112552;48703;91357;86950;
3638;119624;50457;88122;87589;
3639;112447;51582;87000;88809;
3640;111767;50141;86518;85991;
3641;118828;50020;87230;89003;
3642;99792;44671;94264;87433;
3643;105348;48182;87088;94134;
3644;124640;54364;92370;94936;
3645;98599;48459;83230;87977;
3646;108953;45997;88139;91580;
3647;139828;56366;89998;89970;
3648;108573;48767;92974;89384;
3649;100903;47717;92852;96244;
3650;94999;51177;91607;93917;
3651;100381;46910;87364;83827;
3652;112571;49316;89623;89163;
3653;104724;50174;85537;88061;
3654;121696;53946;96933;93434;
3655;102957;47004;99967;89967;
3656;117277;49193;88261;92290;
3657;107658;54458;95265;97787;
3658;97154;48935;91710;92326;
3659;105802;51964;87142;88125;
3660;107058;49039;84879;87531;
3661;107838;50851;93630;93370;
3662;121904;49298;87978;83588;
3663;117838;46734;89581;86343;
3664;115798;48078;94247;92603;
3665;111769;49431;91651;91797;
3666;113177;48145;108218;95984;
3667;106817;45915;84149;87035;
3668;123302;48902;87949;88221;
3669;123634;50798;96862;91005;
3670;116801;49096;91022;86250;
3671;125777;49825;88146;84435;
3672;111183;49088;88856;86404;
3673;108658;48976;88952;89408;
3674;131465;52054;91522;87920;
3675;125347;56403;85692;91505;
3676;114236;49341;89520;89896;
3677;111082;49329;98347;91873;
3678;111761;49280;86784;85742;
3679;119941;52024;88751;91184;
3680;122150;51065;85721;89806;
3681;95702;50428;86795;86535;
3682;107776;51237;91373;86872;
3683;106292;47404;87170;87784;
3684;109356;48623;96176;91913;
3685;110339;46954;92094;88129;
3686;118408;53001;86384;88084;
3687;120793;54361;88606;87707;
3688;107994;46967;89398;87865;
3689;130242;52371;94900;95246;
3690;122590;52386;92992;94256;
3691;123040;49603;102256;92586;
3692;110212;47853;99931;99907;
3693;116067;51553;88632;91251;
3694;104661;48604;98418;90096;
3695;123972;50063;90498;91125;
3696;109539;48417;91312;89858;
3697;106950;48563;98899;95327;
3698;109266;45863;88138;87597;
3699;113665;48288;89457;88798;
3700;110224;49691;85523;90246;
3701;126665;56494;96888;94333;
3702;106873;48096;90973;89221;
3703;118369;55327;92554;90492;
3704;111250;50139;88018;88270;
3705;118179;51627;102573;97002;
3706;124096;54360;92028;92706;
3707;110072;51551;88066;87286;
3708;105992;50689;97520;97546;
3709;124438;51054;95164;91008;
3710;128411;52141;89774;87335;
3711;124193;61171;91232;87739;
3712;129694;53562;96673;93117;
3713;110343;48676;98788;93945;
3714;120639;51336;92216;91039;
3715;108998;49459;92109;90249;
3716;114116;51118;99067;92857;
3717;116178;51313;90482;90927;
3718;124082;54489;95487;94802;
3719;120124;51793;91152;93657;
3720;118177;52134;92308;89433;
3721;107598;48460;86943;87437;
3722;116605;46724;91600;86410;
3723;122338;51294;94847;95603;
3724;118055;53774;88957;88434;
3725;106393;51136;88205;87185;
3726;116270;50850;92445;91517;
3727;110360;47696;90184;89248;
3728;115211;48547;104150;94840;
3729;111775;49721;97379;91133;
3730;124069;53318;95532;92448;
3731;123313;50396;91139;97745;
3732;128095;51479;98147;97612;
3733;110843;47072;87431;88031;
3734;119397;48802;101042;101112;
3735;130158;51678;84790;88519;
3736;111465;52060;92508;94092;
3737;121388;52397;86653;92811;
3738;138418;53445;100390;92355;
3739;112784;47044;92752;90576;
3740;113759;51889;87099;91170;
3741;108538;48438;91619;91532;
3742;107776;49825;88076;88444;
3743;104502;49936;93713;89946;
3744;111064;50147;91905;96861;
3745;108395;51063;90079;92724;
3746;129424;52392;99162;93908;
3747;116608;48213;90546;90687;
3748;113059;52808;107315;96327;
3749;118228;52252;92530;88585;
3750;102405;48365;90140;89972;
3751;124359;52922;100794;92458;
3752;106964;46558;91211;89509;
3753;114224;54300;89360;92824;
3754;114851;48693;103341;97014;
3755;130602;52823;90918;93624;
3756;123229;50683;93523;90746;
3757;126725;52364;93036;89283;
3758;120106;50038;99568;92682;
3759;122809;55262;87521;96436;
3760;109076;51645;90154;87557;
3761;133518;57303;108041;98093;
3762;151548;56393;90367;90152;
3763;115246;51839;96439;101951;
3764;115843;49639;94276;92358;
3765;104237;47970;95798;93733;
3766;114091;51075;94990;91886;
3767;142645;58518;91226;97144;
3768;130737;54299;100898;94395;
3769;138375;59320;93751;95200;
3770;108072;47847;94133;92751;
3771;125186;56698;91434;97859;
3772;145017;56292;94693;98276;
3773;103733;55989;89840;95162;
3774;109579;48032;90510;92333;
3775;109750;49088;96776;90457;
3776;118382;49900;92598;90200;
3777;126133;51093;95182;94457;
3778;116807;51211;90535;92332;
3779;118259;50562;97787;93298;
3780;110720;50985;92727;89228;
3781;106693;50508;91347;99294;
3782;120690;51901;94387;93801;
3783;140620;56487;89368;91288;
3784;106966;53006;92745;105665;
3785;111939;48584;93710;89415;
3786;110576;49990;92335;88402;
3787;124199;50744;91988;92517;
3788;112783;49343;91234;89475;
3789;123150;51395;90515;90361;
3790;115258;53153;108082;103130;
3791;109063;49996;93516;89842;
3792;120997;56396;101996;98762;
3793;118774;49481;102099;92416;
3794;124995;52071;87310;92534;
3795;128068;50900;106056;95700;
3796;104492;49132;87263;91904;
3797;120523;52446;101292;96760;
3798;119182;53239;93712;92687;
3799;120727;52298;94721;91646;
3800;122434;54512;104129;97916;
3801;112089;48474;99680;96937;
3802;111268;56406;92792;94077;
3803;111577;49534;102194;96817;
3804;112848;49326;91862;89907;
3805;120490;51818;100381;100297;
3806;110750;49834;93047;92436;
3807;117538;55103;105228;103284;
3808;107566;52422;88465;92618;
3809;126831;55841;91671;95983;
3810;112297;48085;89647;90455;
3811;101314;49019;89575;90396;
3812;110963;49860;97570;91084;
3813;112496;48631;94527;97701;
