n;q1_a;q1_c;q2_a;q2_c
5751;170750;84248;155928;156582;
5752;170297;82609;147260;151290;
5753;173181;81907;154609;156599;
5754;175825;79912;147219;143210;
5755;183752;83595;159579;150339;
5756;184162;84194;142225;143626;
5757;180250;77845;154387;147639;
5758;179731;78436;142685;145849;
5759;181591;80689;161052;156061;
5760;177350;78142;144351;148123;
5761;204851;82200;140897;147277;
5762;201545;87215;143627;155306;
5763;199350;83500;152962;151333;
5764;170301;83027;135613;145864;
5765;221832;89127;186286;171499;
5766;192053;80906;151815;146175;
5767;191780;81766;155808;152512;
5768;187766;84485;146712;141736;
5769;192488;87844;152344;153275;
5770;182058;80399;152321;147948;
5771;175991;80878;145972;151899;
5772;198484;82977;143755;146173;
5773;186418;85193;151283;151243;
5774;178969;77287;143900;153201;
5775;174827;80370;151668;149519;
5776;189404;83988;159404;151342;
5777;185603;81446;145873;143404;
5778;190898;84312;142124;147296;
5779;193225;80487;149161;146317;
5780;191096;82010;145333;145659;
5781;161638;89044;144921;147145;
5782;182526;86821;150536;149212;
5783;183277;86732;157486;150238;
5784;206996;83912;150210;161759;
5785;232012;89067;176416;161553;
5786;184433;80206;153020;146544;
5787;186447;81225;144077;143521;
5788;191096;81702;166723;151775;
5789;189462;81853;145561;146551;
5790;191635;80718;168698;157550;
5791;187711;84371;152548;153269;
5792;187404;79465;164768;150561;
5793;196970;86935;155408;154501;
5794;171206;79172;156391;159508;
5795;182641;84104;147853;144407;
5796;184192;88624;142891;149718;
5797;179992;80156;148427;153080;
5798;169020;80353;143939;146896;
5799;186343;84216;163428;152406;
5800;175669;87126;152151;150300;
5801;187734;87750;153382;150374;
5802;169754;80625;148713;156912;
5803;180137;89561;161155;156114;
5804;184701;79738;147746;150075;
5805;187099;83204;151584;146377;
5806;205266;85611;160884;156789;
5807;193372;85953;153573;151218;
5808;195708;90325;148616;153566;
5809;176789;87091;146769;151209;
5810;237514;91333;150766;156663;
5811;196127;82870;163982;150041;
5812;182841;79284;160275;147565;
5813;189675;84050;151725;143896;
5814;190267;84810;148124;146672;
5815;184978;78436;159860;157841;
5816;171053;84955;143840;147842;
5817;184910;83128;144527;148584;
5818;158773;83457;160166;158010;
5819;182273;84240;145564;146351;
5820;198479;78848;157618;147566;
5821;182097;84527;156976;150988;
5822;198826;83425;148180;152913;
5823;192250;82940;151796;150690;
5824;198172;79553;174587;155841;
5825;184623;87471;141752;154961;
5826;201015;87900;168583;157652;
5827;211477;89305;162717;158457;
5828;182916;80208;169199;153087;
5829;198117;81360;178575;156198;
5830;191185;81860;160976;158191;
5831;172640;77759;149256;146355;
5832;179451;79860;163947;150246;
5833;186171;82810;153649;151832;
5834;205436;87723;155267;154735;
5835;210847;83905;160563;148949;
5836;183234;86321;146055;148086;
5837;195629;89065;147383;151464;
5838;197123;86705;153544;147991;
5839;195449;84325;158592;153857;
5840;206103;91889;157628;161242;
5841;182817;79499;151853;157890;
5842;185232;86000;146659;144159;
5843;190753;87381;153564;151430;
5844;183598;83099;159324;151748;
5845;208634;87918;147212;150457;
5846;212997;91399;176654;164169;
5847;208541;87627;151271;147687;
5848;193820;83492;157512;148284;
5849;173001;88994;143520;154393;
5850;208845;90666;151759;152460;
5851;191600;86908;151490;153632;
5852;183522;82853;181501;165384;
5853;219867;88805;163801;154974;
5854;204121;84417;180306;161436;
5855;192023;84789;157564;152039;
5856;186665;80256;154566;149368;
5857;201285;89325;149463;149401;
5858;175288;84556;148379;144705;
5859;216199;87930;158792;149757;
5860;186872;82624;153505;149588;
5861;203920;88722;148675;153140;
5862;197892;91285;162204;160976;
5863;186030;85780;162678;151485;
5864;185097;89748;161024;151372;
5865;188268;80206;160352;148659;
5866;217815;86688;150885;147346;
5867;194830;86158;142504;151482;
5868;176440;84228;150539;149501;
5869;201006;80466;151355;154129;
5870;196592;88038;162074;163414;
5871;184686;82679;153795;149823;
5872;214300;89219;185695;162339;
5873;196256;85781;171705;158131;
5874;178339;80468;148291;144639;
5875;180181;88328;150711;163567;
5876;197755;83934;145678;148910;
5877;197714;83045;169549;171997;
5878;190234;81567;158831;151030;
5879;186781;84177;158759;152057;
5880;181122;78941;146562;145865;
5881;203552;83493;149923;149595;
5882;183767;85698;158450;156122;
5883;184883;80713;154814;148252;
5884;195569;83851;162872;158498;
5885;175036;81815;151506;146699;
5886;197839;83525;147884;154865;
5887;199061;86268;158718;152386;
5888;185547;82028;148400;148286;
5889;178141;82738;155795;151641;
5890;201522;85210;152086;161261;
5891;188551;82705;151783;152006;
5892;192658;79796;155959;151664;
5893;183146;81787;153234;146961;
5894;182489;83461;162089;154453;
5895;194256;83058;149520;149427;
5896;197290;83110;167386;154589;
5897;210977;85688;146912;156655;
5898;189873;87584;156677;152699;
5899;171739;87881;153414;161025;
5900;188799;89670;142793;146521;
5901;189456;90435;154505;160740;
5902;188314;82652;156480;157818;
5903;195512;85927;146860;149115;
5904;208226;85804;149245;144974;
5905;193830;82269;151360;148957;
5906;218801;93481;158828;150067;
5907;189544;85502;152883;154376;
5908;205835;84885;146291;161088;
5909;179218;84953;159311;151593;
5910;183428;84400;149033;153262;
5911;200703;92342;159042;158573;
5912;182227;83524;155118;150859;
5913;182341;85460;150602;149212;
5914;192855;92127;144009;151358;
5915;209723;84398;150681;155034;
5916;197664;86087;152352;152797;
5917;202453;84118;161692;152826;
5918;190930;84171;152515;154427;
5919;171537;80612;151840;148914;
5920;183609;87620;149846;152433;
5921;219116;88444;155977;151225;
5922;189002;81612;148538;155086;
5923;196493;82342;171855;157718;
5924;195720;83104;158626;156848;
5925;210276;89647;156577;147905;
5926;193754;84036;151231;155710;
5927;197267;87744;156530;152599;
5928;213174;86725;159590;157327;
5929;184483;82930;145850;155180;
5930;201243;93544;149701;152827;
5931;180777;83625;158773;159337;
5932;195324;89257;152735;158645;
5933;185048;82800;162929;155146;
5934;189209;85462;155390;149168;
5935;180361;80465;157023;155991;
5936;219755;101276;156080;158812;
5937;175576;77770;175960;160731;
5938;189589;83022;156027;150527;
5939;189833;80828;165585;159065;
5940;200487;91413;171070;160647;
5941;209591;84087;165538;155273;
5942;204707;85813;162828;157163;
5943;185039;88273;148727;152992;
5944;194475;89814;154208;147238;
5945;172801;81617;153780;154221;
5946;185062;81164;155431;149294;
5947;191076;91720;157638;164414;
5948;169730;93046;148493;160910;
5949;194068;88022;151433;150641;
5950;182995;91891;156136;160835;
5951;178246;83462;153805;157936;
5952;205110;84451;152674;158364;
5953;201602;84191;160376;151212;
5954;166792;82979;149660;147182;
5955;186977;86112;150099;151349;
5956;203488;84023;148815;149638;
5957;178650;85541;161742;162187;
5958;206310;88571;162286;152659;
5959;187331;84415;152932;158962;
5960;178250;84798;149374;153022;
5961;206712;85731;155469;160447;
5962;168545;86423;154644;151575;
5963;200430;85190;147525;157011;
5964;215698;91215;163277;156384;
5965;198409;81227;162908;152999;
5966;191535;85276;155470;150249;
5967;208661;86293;147724;156565;
5968;191467;95775;152993;150505;
5969;189282;83525;164360;154650;
5970;208263;89576;164453;154768;
5971;177627;86621;171808;157281;
5972;195386;83353;151977;150044;
5973;190758;89914;147057;149331;
5974;196170;86776;157095;156420;
5975;189964;84933;152849;155489;
5976;212521;85651;157351;152609;
5977;203277;87925;147300;149554;
5978;204267;91121;149971;150335;
5979;228597;99113;164702;155400;
5980;201160;84406;157384;155436;
5981;190460;93527;167645;165520;
5982;209624;89282;160043;151624;
5983;197946;87709;153617;152073;
5984;184302;85884;156926;151185;
5985;200424;86203;157862;154957;
5986;185561;86160;142783;151699;
5987;178863;82027;173458;159055;
5988;178469;86130;157071;154313;
5989;197382;82901;173224;168652;
5990;190300;86778;175618;162437;
5991;187515;82729;163813;157356;
5992;188387;84890;158086;151882;
5993;190599;83808;169627;160642;
5994;186672;84068;152538;153002;
5995;187675;85146;148937;154279;
5996;207945;85816;170921;157344;
5997;214945;87564;156823;154683;
5998;199897;85553;156788;152059;
5999;194354;90640;159519;162058;
6000;177056;85395;152232;150426;
6001;197115;90421;151349;159106;
6002;184059;85069;148536;157462;
6003;176769;87770;152890;147786;
6004;190379;83761;158102;152392;
6005;231900;92218;160645;165798;
6006;205664;86786;156407;159057;
6007;208021;84495;182487;167445;
6008;206580;86771;145136;155865;
6009;188910;84424;169098;156422;
6010;214557;87437;164492;159273;
6011;185179;84057;173145;176097;
6012;206078;86292;173562;164036;
6013;223622;94775;158997;154929;
6014;206050;88724;152035;153583;
6015;200929;86518;158658;154527;
6016;188528;92893;153749;160964;
6017;192903;85300;162059;153581;
6018;206655;85781;153813;151271;
6019;182893;79871;154895;155262;
6020;195079;83195;153913;150457;
6021;190703;86188;153141;154506;
6022;195619;87686;167540;163175;
6023;210917;88692;157220;154501;
6024;195225;89710;159543;160765;
6025;182486;90597;165524;168913;
6026;199121;90430;152592;155390;
6027;181209;88890;167703;165812;
6028;192558;85576;159784;152118;
6029;201873;84310;160551;157238;
6030;197116;93475;153217;154625;
6031;199045;87862;165937;164394;
6032;197834;89268;161461;166281;
6033;214064;89201;158847;157511;
6034;207593;86719;166701;161650;
6035;212953;94041;167260;161530;
6036;187669;86028;150612;161421;
6037;201901;84716;154914;153423;
6038;192991;86443;154977;150344;
6039;205881;87888;162828;159163;
6040;188809;91030;175993;167974;
6041;185852;84853;147259;151488;
6042;198430;91660;157476;159257;
6043;197681;84082;161882;156576;
6044;184563;86058;166452;158869;
6045;194267;84291;155269;161249;
6046;200989;91661;158937;153684;
6047;223443;92605;162932;158412;
6048;207474;91725;184918;167906;
6049;201976;86070;157838;157509;
6050;171032;89032;149350;154753;
6051;184531;86664;154919;162182;
6052;177593;84689;163288;159579;
6053;181521;83005;150378;158398;
6054;190790;86045;154171;151911;
6055;215319;89344;156750;164654;
6056;193523;84631;166809;159404;
6057;203125;84052;172558;161025;
6058;192267;87401;155051;152557;
6059;233673;93615;163554;160597;
6060;191290;86353;170134;162965;
6061;219232;96697;171768;169798;
6062;199413;83936;177714;164542;
6063;234966;97944;158271;158005;
6064;208750;93308;170574;167148;
6065;226474;92199;182497;180200;
6066;198866;82671;172088;157602;
6067;195565;90864;159915;154190;
6068;197609;89229;162200;158830;
6069;217692;87457;167275;159418;
6070;195760;86864;148317;159774;
6071;193534;85271;146817;153938;
6072;184514;94103;157826;155891;
6073;207520;89817;162808;155778;
6074;202397;83733;154485;150404;
6075;190273;95209;170846;171750;
6076;190151;85270;155998;156641;
6077;198923;91074;172717;162265;
6078;222697;92324;173219;160058;
6079;193974;93665;174263;178549;
6080;175963;81336;161648;159271;
6081;206826;87989;163612;156902;
6082;182780;84214;167291;160932;
6083;225422;93738;168653;171251;
6084;227506;90337;159789;158596;
6085;212098;99598;172980;156432;
6086;203167;87520;195408;170250;
6087;199997;83324;162904;153195;
6088;205422;90003;171068;162933;
6089;200534;89988;166724;161735;
6090;223542;93787;164997;161618;
6091;186220;91869;156222;159281;
6092;198144;85143;163108;169616;
6093;193684;90219;154973;157410;
6094;230579;91982;160383;155619;
6095;181828;84474;150134;152885;
6096;199259;88703;172441;155320;
6097;210035;91187;169767;158475;
6098;235068;91514;155804;161392;
6099;232167;90182;178181;165260;
6100;193128;88544;167912;159663;
6101;193741;86207;164088;161627;
6102;194667;86215;159654;155971;
6103;194033;83578;166224;157071;
6104;193330;87104;149409;156380;
6105;209049;89856;160593;164507;
6106;195042;90520;163810;157134;
6107;205625;86120;167602;159656;
6108;189791;87588;151598;160282;
6109;211468;91429;169096;169960;
6110;190052;87110;156624;153017;
6111;204823;86464;155776;152529;
6112;210442;88697;174279;161971;
6113;216524;91184;182581;165302;
6114;199168;85136;171780;164684;
6115;216342;86846;188549;169395;
6116;196733;85291;178519;163901;
6117;219300;103959;151558;159800;
6118;196991;92831;164558;166057;
6119;180275;92289;164605;164090;
6120;200825;89623;171175;163813;
6121;188281;85780;175158;173489;
6122;189016;84741;156025;155204;
6123;202358;89652;163333;154284;
6124;195360;87660;163220;162292;
6125;176566;91892;161792;163637;
6126;192011;89406;165943;155382;
6127;207212;96943;164400;172626;
6128;197027;88410;163412;153428;
6129;196922;87742;162550;160084;
6130;202788;86588;153038;153989;
6131;213159;85414;155510;153116;
6132;201261;86880;165241;156496;
6133;207080;85631;176037;159821;
6134;213406;93720;154656;155900;
6135;178239;83665;158827;165563;
6136;187938;85469;157154;156742;
6137;188065;85016;156829;156836;
6138;193428;87647;167326;168521;
6139;195235;86927;165560;154110;
6140;197932;91757;150206;159508;
6141;194825;93948;155496;156231;
6142;213699;89067;186730;167800;
6143;188954;94632;157950;158029;
6144;195991;85846;151055;153661;
6145;221449;95689;166236;162898;
6146;200251;89880;148864;162262;
6147;187644;85191;157832;153393;
6148;199747;88995;188853;169833;
6149;201837;92904;156861;155212;
6150;210974;90242;185877;176236;
6151;210634;92164;177488;165451;
6152;197934;86741;170403;161375;
6153;179323;91590;153037;159182;
6154;209500;87181;169871;159666;
6155;227726;91248;167034;162054;
6156;202338;87694;163035;159528;
6157;209100;86594;159773;154608;
6158;200199;89213;164087;171818;
6159;200130;89309;166788;161717;
6160;180444;98521;178010;184405;
6161;203731;89261;162478;163797;
6162;227686;91261;179888;174678;
6163;228625;98302;166341;168308;
6164;202197;86275;172189;167967;
6165;200529;87040;169932;157565;
6166;189803;88885;154795;157814;
6167;190147;92739;161699;165764;
6168;203818;91977;164578;167334;
6169;228687;93466;179411;171595;
6170;214304;98901;155387;160737;
6171;219255;92632;167233;159698;
6172;211599;89162;178998;169713;
6173;195795;85313;171813;156848;
6174;182299;87950;156325;160954;
6175;202909;86637;176128;168232;
6176;229148;95987;175874;170124;
6177;178258;88792;174050;174439;
6178;193198;84181;167398;157829;
6179;262247;101920;155622;164672;
6180;217265;90465;164015;165813;
6181;211573;95541;163601;164930;
6182;202800;88399;169721;164264;
6183;201054;89476;153883;156682;
6184;217546;90268;166493;158831;
6185;189638;87217;164992;160656;
6186;195204;94997;180966;167451;
6187;195084;90213;167543;159065;
6188;201896;90348;163211;157894;
6189;208122;92350;179155;171393;
6190;213502;90094;158805;160417;
6191;230420;95754;166590;171852;
6192;197501;83447;166024;163663;
6193;190223;87738;158096;159674;
6194;177436;85498;158318;155151;
6195;214820;87424;176276;160927;
6196;209777;86107;155627;158827;
6197;207395;92311;187149;170566;
6198;205968;92027;154270;159635;
6199;194770;90918;173978;168524;
6200;192914;90588;174499;172562;
6201;212061;91901;158069;163631;
6202;194671;86997;179226;168880;
6203;224361;97673;179304;167441;
6204;211398;91085;194958;186257;
6205;194243;87617;156362;166411;
6206;195615;87868;160637;158602;
6207;176931;85184;148783;156075;
6208;193897;85452;162543;158958;
6209;187470;86085;163840;168047;
6210;206691;90569;157831;159332;
6211;209177;87806;176145;168296;
6212;202622;86684;185782;172478;
6213;188868;91174;155405;161921;
6214;197305;88912;174603;163991;
6215;198453;87245;170738;161664;
6216;223032;88677;165185;157206;
6217;178547;85316;165656;158708;
6218;214079;92801;161967;177475;
6219;220122;94333;179963;168628;
6220;200356;99055;156564;156696;
6221;189724;86308;165111;157961;
6222;208076;88385;176428;160274;
6223;213906;88804;165386;162123;
6224;193368;85939;169960;158387;
6225;201124;90377;158366;163839;
6226;191490;84096;171764;164114;
6227;230771;92543;174002;163848;
6228;192063;84041;166642;163040;
6229;219764;91256;170637;175460;
6230;206731;91657;163970;164739;
6231;203523;89329;165348;165256;
6232;205588;90365;157091;164695;
6233;205556;90015;161985;159574;
6234;225714;96561;163670;159169;
6235;218574;88776;170269;163174;
6236;220913;92533;164784;162359;
6237;234848;93377;200602;186640;
6238;198124;88654;160552;162679;
6239;191262;87017;161039;162033;
6240;195063;88283;167985;160342;
6241;183485;99983;164618;163451;
6242;231815;91389;166513;161901;
6243;185291;86753;153903;156204;
6244;196063;88819;155236;157667;
6245;202367;95052;175793;167505;
6246;193707;86740;159942;162182;
6247;219715;91868;163848;159284;
6248;201551;89117;155900;157602;
6249;204059;87129;167519;162146;
6250;203498;91122;173576;169755;
6251;220190;97461;162717;158888;
6252;237266;96346;168622;166032;
6253;257315;98350;162385;175414;
6254;190985;87041;182590;173113;
6255;191826;99523;155884;169076;
6256;212684;97147;163451;163857;
6257;198960;91287;156311;168854;
6258;211755;94428;174819;166813;
6259;191702;88567;161269;156184;
6260;204221;90863;167140;166284;
6261;194765;97882;168378;166812;
6262;200411;88563;163815;159814;
6263;198171;90303;173547;164239;
6264;206358;93360;158657;158311;
6265;198697;94029;159851;158887;
6266;209983;90933;179797;173391;
6267;206842;88876;155100;159051;
6268;191520;95042;151919;153279;
6269;194664;89048;163654;168549;
6270;210486;94041;190708;170044;
6271;197315;86316;168352;157486;
6272;211805;88335;168841;160311;
6273;204320;89877;165253;164719;
6274;188250;93145;161947;157478;
6275;209942;92787;179830;166486;
6276;198498;90819;163142;157489;
6277;191334;89650;161764;163938;
6278;203592;87908;172242;162841;
6279;207059;90386;168931;163189;
6280;198367;91215;160114;164776;
6281;202516;91160;182581;168977;
6282;196140;90498;172607;157003;
6283;219583;93480;168758;172957;
6284;182819;91099;164443;160472;
6285;209732;87465;168422;169091;
6286;199948;88432;177899;181558;
6287;190742;92476;163412;169889;
6288;209901;96470;160964;161623;
6289;208758;92634;163183;162465;
6290;205466;89295;174641;170675;
6291;230953;95708;173242;169986;
6292;209243;88644;160726;161973;
6293;199458;90961;170084;161783;
6294;207379;89457;170378;166807;
6295;216318;90582;165058;162953;
6296;234341;90856;165050;163571;
6297;200958;87892;169679;170519;
6298;213503;94067;183227;184976;
6299;214461;95806;154229;164765;
6300;193795;93241;167743;166042;
6301;253146;95013;170502;162661;
6302;190031;87463;165840;161035;
6303;201627;90756;169163;163345;
6304;197577;89751;167561;159809;
6305;191696;89605;169948;164435;
6306;189757;86363;158324;164560;
6307;179046;90339;170557;166573;
6308;179431;99840;165191;163669;
6309;201560;87898;162554;160108;
6310;213870;91340;158570;164336;
6311;187174;88738;166853;163628;
6312;198063;94498;166947;173409;
6313;190850;87202;173540;165612;
6314;222003;95035;183728;165947;
6315;244359;97609;172521;174853;
6316;187752;93483;158080;159180;
6317;202371;90099;159530;164528;
6318;197733;93407;171685;167586;
6319;207207;89904;162772;158010;
6320;190749;95377;174117;172103;
6321;232176;92104;168704;166538;
6322;210929;90575;180231;168921;
6323;247026;98555;164773;165208;
6324;196174;94404;159143;166276;
6325;223634;91464;165029;163216;
6326;188802;90581;171079;161733;
6327;215104;92288;164274;160921;
6328;214234;91528;164394;161697;
6329;204783;87255;167764;164246;
6330;195523;90186;165111;163825;
6331;202586;89586;169213;166036;
6332;202594;91480;156771;161355;
6333;233754;102308;164384;169533;
6334;211159;95636;157065;159476;
6335;207796;90408;174820;166296;
6336;224613;94813;155422;167074;
6337;194325;91953;155881;159723;
6338;225495;99384;180435;163915;
6339;184910;94272;172112;173594;
6340;211075;91232;184596;167685;
6341;192700;91463;163527;163420;
6342;208107;94138;174767;178351;
6343;222302;98626;179457;168070;
6344;207287;93297;162200;167643;
6345;193542;87893;165267;166932;
6346;193514;93213;153231;163035;
6347;202987;88049;170638;164079;
6348;215966;90295;177905;165789;
6349;216655;92373;170677;164658;
6350;200649;87228;168095;165240;
6351;218435;92585;182421;165315;
6352;186455;90381;163815;173903;
6353;211379;87364;156878;161857;
6354;205028;94421;164009;157497;
6355;218363;93335;165718;163078;
6356;203557;95872;166793;161024;
6357;214287;93417;183261;174130;
6358;269572;110993;180565;175229;
6359;214886;92464;163131;162890;
6360;208995;88504;163360;163087;
6361;222659;93597;170196;175296;
6362;200095;99676;160682;159886;
6363;209371;91892;174595;170834;
6364;239557;105993;172356;168337;
6365;186214;97645;163598;167988;
6366;221464;94216;174929;168591;
6367;199765;94749;179058;171491;
6368;210509;88995;165693;166207;
6369;195589;91891;155946;155644;
6370;215318;92208;167349;163161;
6371;210332;93657;187456;168721;
6372;193264;88126;182637;168159;
6373;211820;93531;157776;179389;
6374;187144;90057;174691;166261;
6375;183329;91927;157480;175758;
6376;190842;94698;169900;169653;
6377;237860;94321;157526;175634;
6378;197809;98540;170958;164843;
6379;208506;91474;161351;162699;
6380;213834;99104;169960;181597;
6381;198445;94382;164439;166553;
6382;191139;92656;181224;173911;
6383;206115;88694;167660;172883;
6384;221859;91365;181885;168601;
6385;214052;89624;173280;162337;
6386;190497;90325;169183;159321;
6387;207152;89398;167116;159702;
6388;225929;90568;174126;162923;
6389;222237;95917;162854;159934;
6390;225081;97247;158283;182653;
6391;199072;101982;160638;160329;
6392;183059;96546;160822;158122;
6393;212140;100488;166815;170478;
6394;213884;99380;170534;170863;
6395;193968;92830;169536;164640;
6396;216977;91164;164108;164358;
6397;224687;91974;181183;169211;
6398;218950;101469;184994;177599;
6399;207522;95282;157411;163083;
6400;241083;96856;170078;161327;
6401;197338;93396;166588;176087;
6402;234429;94201;161833;169296;
6403;219994;91228;169016;167206;
6404;207197;92895;163339;160376;
6405;195956;91012;180757;173575;
6406;216226;93527;164396;167934;
6407;227114;95052;156068;164674;
6408;193288;90285;169979;163943;
6409;203662;94827;162125;161072;
6410;204807;92341;190198;171518;
6411;200501;94491;177871;176383;
6412;197854;91949;168009;160585;
6413;199691;95549;181789;173087;
6414;210903;89610;175068;171308;
6415;217945;93187;171010;169098;
6416;213260;90077;172494;167197;
6417;197752;91099;166658;166538;
6418;189405;93381;157704;164117;
6419;206266;95134;166592;162554;
6420;219172;90955;179731;173041;
6421;208426;93532;179850;173776;
6422;204930;94416;162596;167886;
6423;210020;89607;168496;164488;
6424;219248;103635;162367;175372;
6425;214314;92672;172964;169655;
6426;225720;100954;180940;168047;
6427;237524;98131;177821;193704;
6428;216603;92252;179071;169839;
6429;202518;91728;165082;168450;
6430;200675;92189;157240;161658;
6431;212112;93725;164759;169571;
6432;202272;92486;181570;165629;
6433;207618;93886;182938;168684;
6434;208247;92579;167371;166339;
6435;197787;89989;172248;163264;
6436;205752;95940;180085;173134;
6437;209303;91425;175152;162008;
6438;211288;90521;167435;164219;
6439;205977;92877;173613;162312;
6440;198660;96856;163894;165492;
6441;230720;92589;178603;167370;
6442;210435;97247;177113;174759;
6443;216714;97109;157568;163413;
6444;213459;95335;172451;167410;
6445;204263;92907;162382;162067;
6446;225899;93142;181402;185369;
6447;227018;95522;191583;174027;
6448;203714;88989;165097;178359;
6449;228632;93448;187822;178401;
6450;210651;90376;179494;171020;
6451;218520;95443;173457;166967;
6452;215357;90888;173434;167842;
6453;244525;96677;175753;170896;
6454;255091;101339;170432;176429;
6455;195158;92672;168188;164477;
6456;214218;92391;166612;167343;
6457;222758;96797;177039;172154;
6458;223550;100667;166177;164813;
6459;208990;97473;171926;174073;
6460;188565;90838;168577;171812;
6461;210918;94487;165294;171762;
6462;205236;91808;167061;164427;
6463;221596;96083;170782;190834;
6464;205098;92057;182889;174422;
6465;221676;88559;167959;169569;
6466;201727;89261;168275;171786;
6467;213937;96003;167700;166278;
6468;203922;93414;163941;166376;
6469;199688;91355;163640;161340;
6470;217799;94523;162628;159980;
6471;215248;97380;163759;162597;
6472;238493;102387;177566;170693;
6473;206990;97127;181603;175291;
6474;194748;92450;170699;166715;
6475;224671;96842;204503;181295;
6476;218456;100110;159102;161855;
6477;234150;93414;183385;166865;
6478;219036;94222;174818;169697;
6479;216198;94204;172637;163071;
6480;202308;91109;163531;167981;
6481;203738;95382;183101;176816;
6482;242824;100667;182376;169135;
6483;228099;96639;181825;170873;
6484;237208;95735;172731;176503;
6485;218975;94072;169964;172668;
6486;206580;94865;170313;177418;
6487;248930;104382;168079;167350;
6488;230924;94350;185979;175700;
6489;214188;100563;181242;169845;
6490;229019;95334;177290;172735;
6491;220184;93468;177457;171108;
6492;222302;94604;165991;168652;
6493;202636;92082;178538;171665;
6494;230716;101991;168099;167842;
6495;224977;96219;187901;182761;
6496;201409;93859;173405;175407;
6497;225434;93152;172054;170946;
6498;229707;96093;173427;166963;
6499;199004;93697;166781;173311;
6500;214328;93543;203453;175903;
6501;223261;98924;167448;172941;
6502;201410;92516;188350;182988;
6503;203740;96860;161872;166324;
6504;196870;93433;170399;174102;
6505;219741;96981;168481;170999;
6506;199320;96728;160830;166408;
6507;222059;96305;163275;166783;
6508;216755;98031;205868;187460;
6509;198455;94085;162487;171937;
6510;228976;96426;189333;176363;
6511;207935;91021;170460;167893;
6512;215340;94815;168862;164369;
6513;207291;97281;179924;175436;
6514;202873;92493;168695;173530;
6515;213034;95502;181086;168270;
6516;255009;108698;164525;180976;
6517;232589;94250;181900;172426;
6518;207697;91382;185277;173954;
6519;232357;96483;163403;165040;
6520;204396;100717;173588;172396;
6521;222524;93321;163664;167963;
6522;251372;97755;170226;164249;
6523;219536;97561;177733;171676;
6524;200503;94552;179204;173891;
6525;230426;97714;169790;173954;
6526;201150;95935;168602;163966;
6527;193381;95283;173007;169019;
6528;200592;98202;172552;169331;
6529;202865;95287;183620;178057;
6530;211050;94747;171519;169390;
6531;208924;92064;173692;178094;
6532;209737;94591;167999;162997;
6533;229156;92902;169225;164813;
6534;204803;95955;176872;170523;
6535;211457;100649;178157;170839;
6536;202824;90184;180896;172226;
6537;197708;88942;177552;170605;
6538;202000;92932;168441;164836;
6539;211430;94977;185786;174031;
6540;242244;95209;172191;171187;
6541;224736;92923;180945;170112;
6542;207798;90679;174043;163936;
6543;214438;96732;197819;183613;
6544;214602;95093;186001;175350;
6545;207656;95632;169093;172522;
6546;241223;102054;168477;171587;
6547;236751;95231;182285;177375;
6548;215629;98745;171638;169268;
6549;197052;102205;167337;172408;
6550;211238;98625;169820;168506;
6551;208801;93322;181400;170810;
6552;206769;93486;169152;168764;
6553;213167;93911;177097;172026;
6554;214038;93489;170265;165576;
6555;225465;92141;171337;167328;
6556;225762;102128;173549;177386;
6557;221595;93355;204253;179199;
6558;212109;93624;188246;178454;
6559;212450;97811;164988;163843;
6560;239668;100574;174779;183483;
6561;252723;99138;194040;176464;
6562;201392;96002;177755;172833;
6563;198335;96839;173062;168060;
6564;215208;93852;165462;164514;
6565;220073;94927;179706;170755;
6566;214377;101172;179224;168919;
6567;196312;94914;172333;174906;
6568;197340;91851;169231;162551;
6569;198898;92656;171813;173923;
6570;215269;100190;175296;166930;
6571;214029;95560;181423;171494;
6572;197119;94680;163395;168213;
6573;226879;104088;172286;173030;
6574;218275;94489;173934;170079;
6575;218879;96951;174569;168496;
6576;213939;91142;169002;177209;
6577;201229;100717;173162;176603;
6578;227401;98146;178813;170502;
6579;206694;96446;173784;173349;
6580;210812;91546;184294;172937;
6581;200203;96337;171311;173858;
6582;213508;95228;178389;172264;
6583;206729;108513;161103;169395;
6584;221772;101714;176486;187236;
6585;207169;93445;173444;166150;
6586;235782;103136;169611;182032;
6587;193502;96804;177244;171648;
6588;214871;93803;176947;173439;
6589;208451;101010;178625;180362;
6590;216435;98408;160725;167425;
6591;220975;94766;174644;178361;
6592;214820;97103;172975;172563;
6593;217202;95143;176856;178894;
6594;214911;101033;180210;172384;
6595;232630;107373;188858;182216;
6596;205904;97037;190625;176546;
6597;238211;98653;160987;183039;
6598;188111;97213;169383;165157;
6599;235539;96346;173115;171229;
6600;220898;100469;182207;172280;
6601;267592;102794;170816;179889;
6602;239515;95625;168537;170084;
6603;226667;95834;188518;172975;
6604;207950;91067;188470;173051;
6605;196520;93297;180104;172016;
6606;235431;102842;176433;169917;
6607;205880;91525;188393;172486;
6608;209590;98641;185199;178099;
6609;208709;91283;174586;170117;
6610;239888;99710;173681;176125;
6611;205975;95991;172997;167726;
6612;193426;98487;166243;168972;
6613;235729;96732;205669;184561;
6614;230657;95396;185235;178213;
6615;235754;106757;198550;194377;
6616;201555;94209;168269;177851;
6617;215715;97565;188974;176047;
6618;234930;96656;176731;182413;
6619;218045;95862;172412;170737;
6620;212502;92457;171015;168421;
6621;207313;97684;167922;169792;
6622;227773;94592;174579;175416;
6623;207081;95703;174910;175976;
