DataSize,RecursiveTime(us),MemorizedTime(us),BottomUpTime(us)
2467,-1,75792,20595
2468,-1,76987,20586
2469,-1,75576,20616
2470,-1,78590,20594
2471,-1,77004,22495
2472,-1,76409,20675
2473,-1,76957,20700
2474,-1,76953,20702
2475,-1,78402,20727
2476,-1,76545,23774
2477,-1,77298,20788
2478,-1,76608,20795
2479,-1,75995,20659
2480,-1,77187,20829
2481,-1,77849,22878
2482,-1,76988,20883
2483,-1,78709,20883
2484,-1,76715,20920
2485,-1,77372,20867
2486,-1,77618,23708
2487,-1,77726,21349
2488,-1,77897,20815
2489,-1,77453,20863
2490,-1,76784,20952
2491,-1,78653,23513
2492,-1,77387,21000
2493,-1,78225,20984
2494,-1,77375,21077
2495,-1,77788,21113
2496,-1,81324,21094
2497,-1,77882,21004
2498,-1,78240,21067
2499,-1,77425,21111
2500,-1,77392,21121
